Subject,LearningCondition,Order,Block,Trial,Item,Translation,Correct,CorrectVowel,CorrectLiberal,Note,WSTRight,WSTWrong,EnglishHits,EnglishCR,EnglishScore,FrenchHits,FrenchCR,FrenchScore,NrLangs,Sex,Age,StudyProgramme,LanguageExpert,NativeLanguage,OtherLanguages,SwissGerman,ModelTranslation,SUBTLEX,Zipf,Category,LevStringGer,POS,LevDist
S10,oe-u,TestOrderB,1,50,vak,,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Fach,5.28,3.7226151506,other cognate,fach,N,0.6
S10,oe-u,TestOrderB,2,51,spijbelen,,no,no,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,schwänzen,2.91,3.4664843063,non-cognate,schwanzen,V,0.6
S10,oe-u,TestOrderB,2,52,stipt,stift,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,pünktlich,16.18,4.2067888511,non-cognate,punktlich,A,0.7
S10,oe-u,TestOrderB,2,53,gek,,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,verrückt,258.16,5.4087100111,non-cognate,verruckt,A,0.6666666667
S10,oe-u,TestOrderB,2,54,maken,machen,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,machen,1531.36,6.1818432949,other cognate,machen,V,0.3333333333
S10,oe-u,TestOrderB,2,55,voorwaarts,vorwärts,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,vorwärts,43.62,4.6368323097,other cognate,vorwarts,A,0.1818181818
S10,oe-u,TestOrderB,2,56,zeker,sicher,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,sicher,868.62,5.9356043397,other cognate,sicher,A,0.6666666667
S10,oe-u,TestOrderB,2,57,kennis,,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Kenntnis,6.06,3.7820399149,other cognate,kenntnis,N,0.2222222222
S10,oe-u,TestOrderB,2,58,begraven,begraben,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,begraben,26.62,4.4226047366,other cognate,begraben,V,0.1111111111
S10,oe-u,TestOrderB,2,59,veel,viel,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,viel,1075.2,6.0282599887,other cognate,viel,A,0.2
S10,oe-u,TestOrderB,2,60,aarde,erde,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Erde,131.34,5.1152820102,other cognate,erde,N,0.3333333333
S10,oe-u,TestOrderB,2,61,beter,besser,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,besser,588.8,5.7667516708,other cognate,besser,A,0.2857142857
S10,oe-u,TestOrderB,2,62,slijm,dünn,no,no,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Schleim,3.31,3.5217181479,ij cognate,schleim,N,0.4444444444
S10,oe-u,TestOrderB,2,63,dak,,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Dach,48.78,4.6853470142,other cognate,dach,N,0.4
S10,oe-u,TestOrderB,2,64,plegen,pflegen,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,pflegen,5.95,3.7741360804,other cognate,pflegen,V,0.125
S10,oe-u,TestOrderB,2,65,pijl,,no,no,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Pfeil,10.04,4.0001882819,ij cognate,pfeil,N,0.5
S10,oe-u,TestOrderB,2,66,hart,hart,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Herz,175.48,5.2410798854,other cognate,herz,N,0.4
S10,oe-u,TestOrderB,2,67,fles,fleiss,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Flasche,36.54,4.5599910693,other cognate,flasche,N,0.5714285714
S10,oe-u,TestOrderB,2,68,controle,kontrolle,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Kontrolle,83.31,4.9176571596,other cognate,kontrolle,N,0.2
S10,oe-u,TestOrderB,2,69,duit,,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Kies,0.98,3.0050873078,non-cognate,kies,N,0.6666666667
S10,oe-u,TestOrderB,2,70,schrijven,schreiben,yes,yes,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,schreiben,103.27,5.0108945497,ij cognate,schreiben,V,0.3
S10,oe-u,TestOrderB,2,71,varen,fahren,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,fahren,265.68,5.4211780469,other cognate,fahren,V,0.3333333333
S10,oe-u,TestOrderB,2,72,meten,mieten,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,messen,8.7,3.9382350303,other cognate,messen,V,0.3333333333
S10,oe-u,TestOrderB,2,73,vader,,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Vater,654.79,5.8128829812,other cognate,vater,N,0.1666666667
S10,oe-u,TestOrderB,2,74,regenen,regnen,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,regnen,7.13,3.8522359141,other cognate,regnen,V,0.125
S10,oe-u,TestOrderB,2,75,hertog,herzog,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Herzog,7.87,3.8948968038,other cognate,herzog,N,0.1428571429
S10,oe-u,TestOrderB,2,76,praten,braten,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,reden,622.78,5.7911169423,non-cognate,reden,V,0.4285714286
S10,oe-u,TestOrderB,2,77,bewijzen,beweisen,yes,yes,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,beweisen,58.23,4.762195164,ij cognate,beweisen,V,0.3
S10,oe-u,TestOrderB,2,78,sleutel,,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Schlüssel,121.62,5.0819003988,other cognate,schlussel,N,0.5
S10,oe-u,TestOrderB,2,79,boek,buch,yes,yes,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Buch,120.52,5.0779558055,oe cognate,buch,N,0.6
S10,oe-u,TestOrderB,2,80,houden,,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,halten,332.85,5.5190547596,other cognate,halten,V,0.4285714286
S10,oe-u,TestOrderB,2,81,vertalen,,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,übersetzen,7.05,3.847362564,non-cognate,ubersetzen,V,0.6
S10,oe-u,TestOrderB,2,82,brijd,,no,no,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,breit,10.67,4.0265188136,ij cognate,breit,A,0.4285714286
S10,oe-u,TestOrderB,2,83,positie,position,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Position,65.36,4.8123284049,other cognate,position,N,0.25
S10,oe-u,TestOrderB,2,84,doenker,dünkler,no,no,yes,Comparative form.,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,dunkel,33.9,4.5274586257,oe cognate,dunkel,A,0.375
S10,oe-u,TestOrderB,2,85,bed,bett,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Bett,162.41,5.2074728658,other cognate,bett,N,0.4
S10,oe-u,TestOrderB,2,86,kloppen,klopfen,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,klopfen,22.64,4.352385845,other cognate,klopfen,V,0.125
S10,oe-u,TestOrderB,2,87,doek,,no,no,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,Tuch,5.79,3.762376562,oe cognate,tuch,N,0.8
S10,oe-u,TestOrderB,2,88,ijnzaam,,no,no,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,einsam,33.62,4.5238608325,ij cognate,einsam,A,0.5
S10,oe-u,TestOrderB,2,89,vloeken,pflücken,no,no,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,fluchen,4.72,3.6743044339,oe cognate,fluchen,V,0.5
S10,oe-u,TestOrderB,2,90,bloot,blut,no,NA,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,bloss,187.05,5.2688039464,other cognate,bloss,A,0.3333333333
S10,oe-u,TestOrderB,2,91,braaf,brav,yes,NA,yes,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,brav,19.92,4.2969016916,other cognate,brav,A,0.3333333333
S10,oe-u,TestOrderB,2,92,proesten,,no,no,no,,31,0,7,20,0.5875,9,26,0.5446428571,3,woman,23,Heilpädagogik,no,Schweizerdeutsch (Dialekt),"Französisch, Englisch, Italienisch",yes,prusten,0.12,2.1991654276,oe cognate,prusten,V,0.2222222222
