Sample,Condition,RollsImagined
pi,two6,2.00000000000001
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,three6,216.000000000001
pi,three6,77
pi,three6,1
pi,two6,2.00000000000001
pi,three6,216.000000000001
pi,two6,10
pi,three6,20
pi,two6,NA
pi,two6,5
pi,two6,3.00000000000001
pi,three6,25
pi,two6,5
pi,two6,5
pi,two6,0
pi,two6,10
pi,three6,1
pi,three6,3.00000000000001
pi,three6,30
pi,two6,0
pi,two6,4
pi,two6,1
pi,three6,3.00000000000001
pi,three6,15
pi,three6,30
pi,two6,5
pi,two6,5
pi,two6,0
pi,three6,6.00000000000001
pi,two6,2.00000000000001
pi,three6,1
pi,two6,3.00000000000001
pi,two6,NA
pi,two6,NA
pi,three6,1
pi,two6,1
pi,two6,NA
pi,two6,14
pi,three6,100
pi,two6,4
pi,three6,2.00000000000001
pi,three6,150
pi,two6,3.00000000000001
pi,two6,5
pi,two6,9
pi,two6,12
pi,three6,200.000000000001
pi,two6,0
pi,three6,3.00000000000001
pi,two6,1
pi,three6,300.000000000001
pi,two6,3.00000000000001
pi,two6,15
pi,two6,NA
pi,two6,1
pi,two6,NA
pi,two6,5
pi,three6,6.00000000000001
pi,two6,3.00000000000001
pi,three6,3.00000000000001
pi,two6,2.00000000000001
pi,two6,12
pi,two6,NA
pi,two6,NA
pi,two6,NA
pi,three6,3.00000000000001
pi,two6,0
pi,three6,100
pi,two6,4
pi,two6,3.00000000000001
pi,three6,20
pi,two6,1
pi,two6,0
pi,three6,10
pi,three6,6.00000000000001
pi,three6,1
pi,two6,NA
pi,three6,6.00000000000001
pi,three6,2.00000000000001
pi,two6,2.00000000000001
pi,three6,30
pi,two6,2.00000000000001
pi,three6,4
pi,three6,2.00000000000001
pi,two6,0
pi,two6,4
pi,two6,1
pi,two6,2.00000000000001
pi,three6,4
pi,two6,4
pi,two6,NA
pi,two6,5
pi,two6,1
pi,two6,2.00000000000001
pi,three6,10
pi,three6,12
pi,three6,3.00000000000001
pi,two6,3.00000000000001
pi,two6,0
pi,three6,10
pi,two6,3.00000000000001
pi,three6,50.0000000000001
pi,two6,NA
pi,three6,10
pi,three6,53.9999999999999
pi,two6,5
pi,two6,21
pi,three6,5
pi,three6,10
pi,two6,3.00000000000001
pi,three6,8
pi,two6,20
pi,two6,3.00000000000001
pi,three6,1
pi,two6,4
pi,three6,4
pi,three6,6.00000000000001
pi,two6,1
pi,two6,1
pi,two6,NA
pi,three6,27
pi,three6,4
pi,two6,0
pi,three6,25
pi,three6,7
pi,two6,9
pi,three6,5
pi,three6,216.000000000001
pi,two6,0
pi,two6,5
pi,two6,0
pi,three6,20
pi,two6,3.00000000000001
pi,three6,6.00000000000001
pi,two6,0
pi,two6,NA
pi,three6,1
pi,two6,25
pi,two6,1
pi,two6,1
pi,three6,9
pi,three6,40
pi,two6,NA
pi,two6,3.00000000000001
pi,two6,NA
pi,two6,10
pi,two6,100
pi,three6,100
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,three6,100
pi,two6,0
pi,three6,2.00000000000001
pi,three6,1
pi,two6,0
pi,three6,10
pi,two6,0
pi,three6,4
pi,two6,5
pi,two6,NA
pi,three6,3.00000000000001
pi,two6,5
pi,three6,5
pi,three6,2.00000000000001
pi,two6,20
pi,two6,3.00000000000001
pi,three6,5
pi,three6,2.00000000000001
pi,two6,5
pi,three6,50.0000000000001
pi,two6,4
pi,three6,10
pi,two6,9
pi,three6,4
pi,three6,12
pi,three6,1
pi,two6,0
pi,three6,7
pi,three6,3.00000000000001
pi,two6,0
pi,two6,60
pi,three6,10
pi,three6,10
pi,two6,4
pi,two6,2.00000000000001
pi,two6,1
pi,three6,36
pi,two6,3.00000000000001
pi,two6,1
pi,two6,3.00000000000001
pi,three6,18
pi,three6,1
pi,three6,100
pi,two6,47
pi,two6,10
pi,three6,2.00000000000001
pi,two6,4
pi,two6,NA
pi,three6,35
pi,two6,3.00000000000001
pi,three6,30
pi,two6,0
pi,two6,NA
pi,two6,1
pi,three6,100
pi,three6,7
pi,two6,6.00000000000001
pi,two6,6.00000000000001
pi,three6,6.00000000000001
pi,two6,1
pi,two6,0
pi,three6,20
pi,two6,5
pi,three6,1
pi,three6,12
pi,two6,0
pi,two6,11
pi,two6,0
pi,three6,3.00000000000001
pi,two6,0
pi,three6,1
pi,three6,300.000000000001
pi,three6,15
pi,two6,NA
pi,two6,3.00000000000001
pi,three6,3.00000000000001
pi,three6,10
pi,three6,3.00000000000001
pi,two6,NA
pi,three6,1
pi,three6,100
pi,two6,2.00000000000001
pi,two6,0
pi,two6,100
pi,two6,3.00000000000001
pi,three6,100
pi,three6,NA
pi,three6,1
pi,two6,6.00000000000001
pi,three6,3.00000000000001
pi,three6,2.00000000000001
pi,two6,0
pi,two6,NA
pi,two6,5
pi,two6,6.00000000000001
pi,two6,0
pi,three6,50.0000000000001
pi,two6,NA
pi,two6,1
pi,two6,10
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,two6,10
pi,three6,40
pi,three6,24
pi,three6,5
pi,two6,NA
pi,two6,NA
pi,three6,20
pi,three6,10
pi,three6,1
pi,two6,4
pi,three6,5
pi,three6,6.00000000000001
pi,three6,2.00000000000001
pi,three6,3.00000000000001
pi,two6,4
pi,two6,15
pi,three6,NA
pi,three6,3.00000000000001
pi,two6,1
pi,two6,0
pi,three6,6.00000000000001
pi,three6,12
pi,two6,5
pi,two6,3.00000000000001
pi,three6,52
pi,three6,45
pi,two6,NA
pi,two6,3.00000000000001
pi,two6,1
pi,three6,9
pi,two6,10
pi,three6,8
pi,two6,12
pi,two6,12
pi,two6,1
pi,two6,0
pi,two6,3.00000000000001
pi,three6,3.00000000000001
pi,two6,0
pi,three6,NA
pi,two6,0
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,two6,10
pi,three6,18
pi,three6,14
pi,two6,0
pi,three6,60
pi,three6,1
pi,two6,9
pi,three6,20
pi,three6,3.00000000000001
pi,two6,4
pi,two6,NA
pi,two6,NA
pi,two6,1.2
pi,two6,0
pi,three6,1
pi,three6,2.00000000000001
pi,two6,1
pi,two6,5
pi,two6,0
pi,two6,1
pi,three6,100
pi,two6,0
pi,three6,1
pi,two6,3.00000000000001
pi,three6,2.00000000000001
pi,two6,0
pi,three6,25
pi,two6,5
pi,three6,1
pi,three6,10
pi,three6,50.0000000000001
pi,two6,2.00000000000001
pi,three6,7
pi,three6,12
pi,two6,1
pi,two6,0
pi,two6,0
pi,two6,2.00000000000001
pi,two6,3.00000000000001
pi,two6,6.00000000000001
pi,two6,2.00000000000001
pi,three6,5
pi,two6,0
pi,three6,2.00000000000001
pi,three6,30
pi,two6,6.00000000000001
pi,three6,10
pi,two6,0
pi,two6,1
pi,two6,10
pi,two6,10
pi,three6,1
pi,two6,0
pi,two6,18
pi,two6,4
pi,three6,100
pi,three6,5
pi,two6,4
pi,two6,18
pi,two6,NA
pi,three6,20
pi,three6,20
pi,two6,0
pi,two6,NA
pi,two6,2.00000000000001
pi,three6,3.00000000000001
pi,three6,12
pi,two6,NA
pi,three6,179.999999999999
pi,three6,10
pi,two6,3.00000000000001
pi,two6,2.00000000000001
pi,two6,0
pi,two6,1
pi,three6,1
pi,two6,1
pi,two6,3.00000000000001
pi,two6,25
pi,three6,20
pi,two6,NA
pi,two6,NA
pi,three6,1
pi,two6,5
pi,two6,4
pi,three6,50.0000000000001
pi,two6,10
pi,three6,70.0000000000001
pi,two6,10
pi,three6,90
pi,two6,1
pi,three6,5
pi,two6,3.00000000000001
pi,three6,5
pi,three6,100
pi,two6,0
pi,two6,5
pi,two6,1
pi,two6,1
pi,two6,4
pi,three6,2.00000000000001
pi,three6,3.00000000000001
pi,two6,2.00000000000001
pi,three6,5
pi,three6,10
pi,three6,15
pi,two6,0
pi,three6,3.00000000000001
pi,two6,NA
pi,three6,3.00000000000001
pi,three6,40
pi,two6,NA
pi,three6,72
pi,two6,2.00000000000001
pi,two6,2.00000000000001
pi,two6,2.00000000000001
pi,two6,1
pi,three6,9
pi,three6,30
pi,two6,3.00000000000001
pi,two6,NA
pi,three6,3.00000000000001
pi,two6,3.00000000000001
pi,three6,3.00000000000001
pi,two6,12
pi,two6,1
pi,two6,3.00000000000001
pi,three6,5
pi,two6,2.00000000000001
pi,two6,50.0000000000001
pi,two6,100
pi,two6,10
pi,two6,30
pi,three6,3.00000000000001
pi,three6,3.00000000000001
pi,three6,7
pi,two6,NA
pi,two6,3.00000000000001
pi,two6,0
pi,two6,2.00000000000001
pi,three6,1
pi,three6,3.00000000000001
pi,three6,1
pi,two6,100
pi,two6,30
pi,two6,3.00000000000001
pi,two6,10
pi,three6,20
pi,three6,7
pi,three6,1
pi,two6,2.00000000000001
pi,two6,0
pi,three6,20
pi,two6,3.00000000000001
pi,three6,10
pi,three6,20
pi,two6,1
pi,two6,2.00000000000001
pi,two6,1
pi,three6,15
pi,three6,100
pi,three6,12
pi,two6,NA
pi,two6,3.00000000000001
pi,two6,2.00000000000001
pi,three6,30
pi,two6,10
pi,three6,3.00000000000001
pi,two6,0
pi,two6,0
pi,three6,5
pi,two6,3.00000000000001
pi,three6,15
pi,three6,6.00000000000001
pi,two6,7
pi,three6,100
pi,two6,5
pi,two6,3.00000000000001
pi,three6,6.00000000000001
pi,two6,2.00000000000001
pi,two6,NA
pi,three6,12
pi,two6,NA
pi,three6,20
pi,two6,1
pi,two6,4
pi,two6,6.00000000000001
pi,three6,37
pi,three6,2.00000000000001
pi,three6,1
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,two6,1
pi,three6,3.00000000000001
pi,two6,3.00000000000001
pi,three6,216.000000000001
pi,three6,10
pi,three6,10
pi,three6,2.00000000000001
pi,three6,12
pi,two6,5
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,two6,4
pi,two6,0
pi,two6,3.00000000000001
pi,two6,0
pi,two6,1
pi,three6,6.00000000000001
pi,two6,NA
pi,three6,20
pi,two6,2.00000000000001
pi,two6,2.00000000000001
pi,two6,0
pi,two6,36
pi,three6,10
pi,two6,30
pi,two6,15
pi,two6,3.00000000000001
pi,two6,1
pi,three6,8
pi,two6,2.00000000000001
pi,two6,3.00000000000001
pi,two6,NA
pi,two6,3.00000000000001
pi,three6,20
pi,two6,2.00000000000001
pi,two6,3.00000000000001
pi,three6,5
pi,two6,10
pi,two6,NA
pi,three6,5
pi,two6,0
pi,two6,NA
pi,two6,NA
pi,two6,20
pi,three6,10
pi,three6,6.00000000000001
pi,two6,100
pi,two6,2.00000000000001
pi,three6,2.00000000000001
pi,two6,1
pi,three6,2.00000000000001
pi,two6,3.00000000000001
pi,two6,1
pi,two6,NA
pi,two6,1
pi,three6,3.00000000000001
pi,two6,3.00000000000001
pi,three6,4
pi,three6,3.00000000000001
pi,three6,1
pi,two6,0
pi,two6,0
pi,three6,5
pi,two6,1
pi,two6,2.00000000000001
pi,three6,3.00000000000001
pi,two6,NA
pi,two6,2.00000000000001
pi,three6,5
pi,three6,12
pi,two6,NA
pi,two6,2.00000000000001
pi,two6,NA
pi,three6,18
pi,three6,NA
pi,three6,10
pi,three6,37
pi,two6,4
pi,three6,20
pi,two6,0
pi,three6,100
pi,three6,6.00000000000001
pi,three6,50.0000000000001
pi,three6,10
pi,two6,0
pi,two6,0
pi,two6,2.00000000000001
pi,two6,1
pi,two6,0
pi,three6,1
pi,two6,5
pi,three6,6.00000000000001
pi,two6,0
pi,three6,3.00000000000001
pi,two6,NA
pi,two6,0
pi,three6,52
pi,two6,NA
pi,two6,0
pi,two6,0
pi,two6,57
pi,three6,300.000000000001
pi,three6,11
pi,two6,10
pi,three6,1
pi,two6,20
pi,two6,1
pi,two6,1
pi,two6,4
pi,two6,5
pi,two6,10
pi,three6,9
pi,two6,11
pi,two6,4
pi,three6,215.000000000001
pi,two6,20
pi,three6,10
pi,three6,6.00000000000001
pi,two6,10
pi,two6,0
pi,three6,8
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,two6,1
pi,two6,0
pi,three6,2.00000000000001
pi,three6,3.00000000000001
pi,two6,0
pi,two6,NA
pi,two6,3.00000000000001
pi,three6,1
pi,two6,5
pi,two6,7
pi,three6,3.00000000000001
pi,three6,3.00000000000001
pi,two6,1
pi,two6,2.00000000000001
pi,two6,3.00000000000001
pi,two6,NA
pi,two6,NA
pi,three6,7
pi,two6,5
pi,two6,100
pi,two6,6.00000000000001
pi,two6,0
pi,three6,2.00000000000001
pi,two6,0
pi,two6,NA
pi,two6,2.00000000000001
pi,two6,NA
pi,two6,6.00000000000001
pi,two6,1
pi,two6,NA
pi,three6,5
pi,three6,1
pi,three6,3.00000000000001
pi,two6,10
pi,two6,5
pi,two6,1
pi,three6,2.00000000000001
pi,two6,NA
pi,two6,NA
pi,two6,0
pi,two6,2.00000000000001
pi,two6,0
pi,two6,5
pi,two6,3.00000000000001
pi,two6,5
pi,two6,NA
pi,three6,12
pi,two6,5
pi,three6,215.000000000001
pi,three6,2.00000000000001
psu,two6,5
psu,two6,1
psu,three6,5
psu,three6,5
psu,two6,0
psu,three6,2.00000000000001
psu,three6,3.00000000000001
psu,three6,3.00000000000001
psu,three6,7
psu,two6,4
psu,three6,20
psu,two6,1
psu,three6,25
psu,three6,36
psu,two6,2.00000000000001
psu,two6,0
psu,two6,1
psu,two6,1
psu,two6,4
psu,two6,0
psu,two6,3.00000000000001
psu,two6,10
psu,two6,5
psu,two6,216.000000000001
psu,two6,5
psu,three6,7
psu,three6,10
psu,three6,53.9999999999999
psu,three6,34
psu,three6,10
psu,two6,NA
psu,two6,50.0000000000001
psu,two6,2.00000000000001
psu,two6,5
psu,two6,4
psu,two6,50.0000000000001
psu,three6,4
psu,two6,1
psu,three6,3.00000000000001
psu,two6,12
psu,three6,12
psu,two6,100
psu,two6,6.00000000000001
psu,three6,20
psu,two6,4
psu,two6,4
psu,two6,15
psu,two6,12
psu,three6,6.00000000000001
psu,three6,5
psu,two6,4
psu,two6,1
psu,three6,2.00000000000001
psu,two6,0
psu,two6,6.00000000000001
psu,two6,0
psu,two6,3.00000000000001
psu,three6,60
psu,three6,10
psu,two6,0
psu,two6,3.00000000000001
psu,two6,3.00000000000001
psu,two6,0
psu,two6,2.00000000000001
psu,three6,7
psu,three6,6.00000000000001
psu,two6,1
psu,two6,8
psu,three6,2.00000000000001
psu,two6,0
psu,three6,2.00000000000001
psu,three6,50.0000000000001
psu,two6,1
psu,two6,12
psu,three6,56
psu,two6,0
psu,two6,5
psu,two6,NA
psu,two6,2.00000000000001
psu,two6,1
psu,two6,1
psu,two6,0
psu,two6,1
psu,two6,18
psu,two6,3.00000000000001
psu,two6,3.00000000000001
psu,three6,1
psu,two6,2.00000000000001
psu,three6,50.0000000000001
psu,two6,0
psu,two6,5
psu,three6,30
psu,two6,3.00000000000001
psu,three6,1
psu,two6,0
qccuny,two6,4
qccuny,three6,6.00000000000001
qccuny,three6,7
qccuny,two6,NA
qccuny,three6,25
qccuny,two6,3.00000000000001
qccuny,three6,4
qccuny,three6,1
qccuny,three6,3.00000000000001
qccuny,two6,2.00000000000001
qccuny,three6,10
qccuny,three6,8
qccuny,two6,0
qccuny,three6,2.00000000000001
qccuny,three6,7
qccuny,three6,1
qccuny,three6,1
qccuny,three6,50.0000000000001
qccuny,three6,4
qccuny,two6,1
qccuny,three6,1
qccuny,two6,5
qccuny,two6,2.00000000000001
qccuny,two6,27
qccuny,three6,6.00000000000001
qccuny,three6,1
qccuny,two6,0
qccuny,three6,10
qccuny,two6,5
qccuny,three6,20
qccuny,three6,50.0000000000001
qccuny,two6,6.00000000000001
qccuny,two6,NA
qccuny,two6,3.00000000000001
qccuny,two6,6.00000000000001
qccuny,three6,20
qccuny,three6,1
qccuny,three6,3.00000000000001
qccuny,three6,11
qccuny,two6,10
qccuny,two6,2.00000000000001
qccuny,three6,10
qccuny,three6,3.00000000000001
qccuny,two6,18
qccuny,two6,2.00000000000001
qccuny,two6,0
qccuny,two6,6.00000000000001
qccuny,two6,0
qccuny,two6,NA
qccuny,two6,NA
qccuny,three6,24
qccuny,two6,6.00000000000001
qccuny,two6,0
qccuny,three6,3.00000000000001
qccuny,two6,10
qccuny,two6,NA
qccuny,two6,2.00000000000001
qccuny,three6,1
qccuny,two6,2.00000000000001
qccuny,three6,22
qccuny,three6,3.00000000000001
qccuny,two6,5
qccuny,three6,5
qccuny,two6,4
qccuny,two6,0
qccuny,three6,2.00000000000001
qccuny,three6,2.00000000000001
qccuny,two6,NA
qccuny,three6,50.0000000000001
qccuny,three6,4
qccuny,two6,NA
qccuny,two6,0
qccuny,two6,NA
qccuny,two6,3.00000000000001
qccuny,three6,224.000000000001
qccuny,two6,2.00000000000001
qccuny,two6,5
qccuny,two6,50.0000000000001
qccuny,three6,6.00000000000001
qccuny,two6,NA
qccuny,three6,2.00000000000001
qccuny,three6,5
qccuny,three6,2.00000000000001
qccuny,two6,5
qccuny,two6,9
qccuny,two6,0
qccuny,two6,7
qccuny,two6,3.00000000000001
qccuny,three6,2.00000000000001
qccuny,three6,6.00000000000001
qccuny,two6,5
qccuny,three6,3.00000000000001
qccuny,two6,14
qccuny,three6,5
qccuny,three6,5
qccuny,three6,2.00000000000001
qccuny,three6,3.00000000000001
qccuny,three6,3.00000000000001
qccuny,three6,10
qccuny,three6,1
qccuny,two6,NA
qccuny,two6,5
qccuny,three6,18
qccuny2,three6,10
qccuny2,three6,102
qccuny2,two6,50.0000000000001
qccuny2,two6,NA
qccuny2,three6,3.00000000000001
qccuny2,two6,7
qccuny2,three6,1
qccuny2,three6,1
qccuny2,three6,20
qccuny2,three6,1
qccuny2,two6,7
qccuny2,two6,1
qccuny2,two6,3.00000000000001
qccuny2,two6,0
qccuny2,three6,8
qccuny2,three6,3.00000000000001
qccuny2,two6,6.00000000000001
qccuny2,two6,5
qccuny2,three6,3.00000000000001
qccuny2,three6,1
qccuny2,three6,5
qccuny2,two6,3.00000000000001
qccuny2,two6,0
qccuny2,three6,10
qccuny2,two6,3.00000000000001
qccuny2,two6,2.00000000000001
qccuny2,two6,0
qccuny2,three6,2.00000000000001
qccuny2,three6,5
qccuny2,two6,6.00000000000001
qccuny2,two6,20
qccuny2,two6,22
qccuny2,three6,1
qccuny2,two6,3.00000000000001
qccuny2,two6,25
qccuny2,two6,4
qccuny2,three6,7
qccuny2,two6,NA
qccuny2,three6,5
qccuny2,two6,4
qccuny2,three6,3.00000000000001
qccuny2,three6,20
qccuny2,two6,2.00000000000001
qccuny2,three6,1
qccuny2,two6,20
qccuny2,two6,0
qccuny2,two6,6.00000000000001
qccuny2,two6,10
qccuny2,two6,9
qccuny2,three6,20
qccuny2,two6,NA
qccuny2,two6,10
qccuny2,two6,4
qccuny2,two6,22
qccuny2,two6,10
qccuny2,three6,36
qccuny2,two6,NA
qccuny2,two6,3.00000000000001
qccuny2,two6,5
qccuny2,two6,NA
qccuny2,two6,3.00000000000001
qccuny2,two6,6.00000000000001
qccuny2,three6,4
qccuny2,two6,3.00000000000001
qccuny2,two6,3.00000000000001
qccuny2,three6,200.000000000001
qccuny2,two6,3.00000000000001
qccuny2,two6,3.00000000000001
qccuny2,three6,7
qccuny2,three6,3.00000000000001
qccuny2,three6,3.00000000000001
qccuny2,two6,1
qccuny2,three6,3.00000000000001
qccuny2,three6,10
qccuny2,two6,3.00000000000001
qccuny2,two6,0
qccuny2,two6,1
qccuny2,two6,NA
qccuny2,three6,3.00000000000001
qccuny2,three6,10
qccuny2,three6,3.00000000000001
qccuny2,three6,13
qccuny2,three6,1
qccuny2,three6,10
qccuny2,two6,2.00000000000001
qccuny2,two6,2.00000000000001
sdsu,three6,3.00000000000001
sdsu,three6,50.0000000000001
sdsu,two6,4
sdsu,two6,7
sdsu,three6,6.00000000000001
sdsu,two6,50.0000000000001
sdsu,three6,3.00000000000001
sdsu,two6,3.00000000000001
sdsu,two6,3.00000000000001
sdsu,two6,3.00000000000001
sdsu,two6,NA
sdsu,two6,2.00000000000001
sdsu,two6,6.00000000000001
sdsu,three6,20
sdsu,two6,0
sdsu,two6,3.00000000000001
sdsu,two6,2.00000000000001
sdsu,three6,20
sdsu,three6,10
sdsu,two6,1
sdsu,three6,36
sdsu,three6,4
sdsu,three6,10
sdsu,two6,10
sdsu,three6,5
sdsu,two6,3.00000000000001
sdsu,two6,2.00000000000001
sdsu,three6,4
sdsu,three6,3.00000000000001
sdsu,two6,5
sdsu,three6,20
sdsu,two6,1
sdsu,three6,20
sdsu,two6,9
sdsu,three6,2.00000000000001
sdsu,two6,2.00000000000001
sdsu,three6,5
sdsu,two6,3.00000000000001
sdsu,two6,3.00000000000001
sdsu,three6,6.00000000000001
sdsu,three6,3.00000000000001
sdsu,two6,5
sdsu,three6,15
sdsu,two6,12
sdsu,three6,3.00000000000001
sdsu,two6,15
sdsu,two6,4
sdsu,three6,50.0000000000001
sdsu,two6,10
sdsu,three6,20
sdsu,three6,35
sdsu,three6,3.00000000000001
sdsu,three6,20
sdsu,two6,5
sdsu,three6,6.00000000000001
sdsu,three6,15
sdsu,two6,0
sdsu,two6,3.00000000000001
sdsu,two6,20
sdsu,three6,12
sdsu,three6,4
sdsu,two6,58
sdsu,two6,4
sdsu,two6,3.00000000000001
sdsu,three6,12
sdsu,three6,100
sdsu,three6,10
sdsu,two6,0
sdsu,three6,36
sdsu,three6,2.00000000000001
sdsu,three6,36
sdsu,two6,10
sdsu,two6,2.00000000000001
sdsu,two6,3.00000000000001
sdsu,two6,0
sdsu,two6,0
sdsu,two6,15
sdsu,three6,10
sdsu,three6,5
sdsu,two6,7
sdsu,three6,100
sdsu,two6,2.00000000000001
sdsu,two6,2.00000000000001
sdsu,two6,88
sdsu,three6,3.00000000000001
sdsu,two6,10
sdsu,two6,15
sdsu,two6,5
sdsu,two6,3.00000000000001
sdsu,two6,10
sdsu,two6,2.00000000000001
sdsu,two6,0
sdsu,three6,5
sdsu,two6,20
sdsu,two6,2.00000000000001
sdsu,two6,4
sdsu,three6,10
sdsu,three6,10
sdsu,two6,0
sdsu,two6,1
sdsu,two6,10
sdsu,two6,2.00000000000001
sdsu,three6,36
sdsu,three6,10
sdsu,three6,38
sdsu,two6,1
sdsu,two6,5
sdsu,two6,7
sdsu,two6,7
sdsu,two6,20
sdsu,two6,2.00000000000001
sdsu,two6,1
sdsu,three6,30
sdsu,two6,100
sdsu,two6,2.00000000000001
sdsu,two6,3.00000000000001
sdsu,three6,1
sdsu,two6,2.00000000000001
sdsu,two6,100
sdsu,three6,10
sdsu,three6,2.00000000000001
sdsu,three6,3.00000000000001
sdsu,three6,8
sdsu,three6,5
sdsu,two6,6.00000000000001
sdsu,three6,15
sdsu,two6,3.00000000000001
sdsu,three6,4
sdsu,two6,4
sdsu,three6,20
sdsu,two6,1
sdsu,three6,5
sdsu,two6,1
sdsu,two6,0
sdsu,two6,9
sdsu,three6,373.999999999999
sdsu,three6,18
sdsu,two6,5
sdsu,three6,2.00000000000001
sdsu,three6,5
sdsu,two6,5
sdsu,two6,0
sdsu,two6,1
sdsu,three6,15
sdsu,three6,20
sdsu,two6,1
sdsu,three6,20
sdsu,three6,2.00000000000001
sdsu,two6,NA
sdsu,two6,5
sdsu,two6,15
sdsu,two6,2.00000000000001
sdsu,three6,14
sdsu,three6,3.00000000000001
sdsu,two6,8
sdsu,three6,2.00000000000001
sdsu,three6,15
sdsu,three6,35
sdsu,two6,3.00000000000001
sdsu,two6,1
sdsu,two6,NA
sdsu,two6,3.00000000000001
swps,three6,1
swps,two6,10
swps,two6,2.00000000000001
swps,two6,3.00000000000001
swps,three6,6.00000000000001
swps,three6,3.00000000000001
swps,two6,3.00000000000001
swps,two6,4
swps,two6,1
swps,three6,5
swps,two6,1
swps,three6,1
swps,two6,5
swps,two6,1
swps,two6,1
swps,two6,2.00000000000001
swps,two6,3.00000000000001
swps,two6,27
swps,two6,3.00000000000001
swps,three6,3.00000000000001
swps,three6,1
swps,two6,0
swps,three6,10
swps,three6,1
swps,three6,2.00000000000001
swps,three6,1
swps,three6,5
swps,two6,20
swps,two6,2.00000000000001
swps,two6,2.00000000000001
swps,two6,3.00000000000001
swps,three6,5
swps,two6,3.00000000000001
swps,three6,6.00000000000001
swps,two6,3.00000000000001
swps,three6,1
swps,three6,5
swps,three6,32
swps,two6,2.00000000000001
swps,three6,1
swps,three6,2.00000000000001
swps,three6,3.00000000000001
swps,two6,3.00000000000001
swps,two6,5
swps,three6,20
swps,three6,3.00000000000001
swps,three6,1
swps,two6,3.00000000000001
swps,three6,2.00000000000001
swps,two6,5
swps,two6,2.00000000000001
swps,two6,2.00000000000001
swps,two6,3.00000000000001
swps,three6,2.00000000000001
swps,three6,3.00000000000001
swps,two6,2.00000000000001
swps,two6,10
swps,three6,1
swps,two6,NA
swps,three6,30
swps,two6,2.00000000000001
swps,three6,3.00000000000001
swps,two6,0
swps,two6,4
swps,three6,1
swps,two6,4
swps,three6,3.00000000000001
swps,three6,1
swps,two6,1
swps,three6,1
swps,two6,2.00000000000001
swps,three6,1
swps,two6,2.00000000000001
swps,three6,3.00000000000001
swps,three6,3.00000000000001
swps,two6,2.00000000000001
swps,two6,0
swps,three6,2.00000000000001
swps,three6,1
swpson,three6,1
swpson,two6,2.00000000000001
swpson,two6,1
swpson,three6,4
swpson,three6,6.00000000000001
swpson,three6,2.00000000000001
swpson,three6,1
swpson,two6,0
swpson,two6,1
swpson,two6,3.00000000000001
swpson,two6,0
swpson,two6,9
swpson,two6,12
swpson,three6,2.00000000000001
swpson,two6,15
swpson,two6,2.00000000000001
swpson,three6,4
swpson,two6,10
swpson,two6,0
swpson,two6,1
swpson,two6,1
swpson,three6,3.00000000000001
swpson,two6,1
swpson,two6,0
swpson,three6,36
swpson,three6,1
swpson,three6,2.00000000000001
swpson,three6,3.00000000000001
swpson,two6,2.00000000000001
swpson,three6,7
swpson,three6,3.00000000000001
swpson,two6,1
swpson,two6,2.00000000000001
swpson,two6,NA
swpson,two6,NA
swpson,three6,2.00000000000001
swpson,three6,5
swpson,two6,1
swpson,two6,25
swpson,three6,10
swpson,three6,2.00000000000001
swpson,two6,0
swpson,three6,3.00000000000001
swpson,three6,120
swpson,three6,7
swpson,three6,2.00000000000001
swpson,two6,NA
swpson,three6,50.0000000000001
swpson,two6,1
swpson,two6,NA
swpson,two6,3.00000000000001
swpson,three6,30
swpson,two6,0
swpson,two6,2.00000000000001
swpson,two6,6.00000000000001
swpson,three6,1
swpson,two6,3.00000000000001
swpson,two6,1
swpson,two6,3.00000000000001
swpson,two6,3.00000000000001
swpson,three6,5
swpson,two6,1
swpson,three6,1
swpson,three6,1
swpson,two6,1
swpson,three6,7
swpson,two6,0
swpson,two6,1
swpson,two6,4
swpson,three6,1
swpson,three6,22
swpson,three6,216.000000000001
swpson,two6,5
swpson,two6,3.00000000000001
swpson,three6,2.00000000000001
swpson,two6,1
swpson,two6,NA
swpson,two6,NA
swpson,three6,20
swpson,three6,1
swpson,two6,3.00000000000001
swpson,two6,1
swpson,two6,3.00000000000001
swpson,two6,1
swpson,three6,3.00000000000001
swpson,two6,1
swpson,two6,3.00000000000001
swpson,two6,3.00000000000001
swpson,two6,NA
swpson,three6,1
swpson,two6,1
swpson,two6,1
swpson,two6,1
swpson,two6,1
swpson,three6,156
swpson,two6,5
swpson,two6,1
swpson,three6,1
swpson,two6,50.0000000000001
swpson,two6,6.00000000000001
swpson,two6,3.00000000000001
swpson,two6,0
swpson,three6,50.0000000000001
swpson,two6,1
swpson,three6,1
swpson,three6,60
swpson,three6,1
swpson,three6,2.00000000000001
swpson,three6,3.00000000000001
swpson,two6,1
swpson,two6,1
swpson,two6,7
swpson,two6,NA
swpson,two6,16
swpson,two6,NA
